MedicineName,Category,Company,BatchNo,BuyPrice,SellingPrice,Stock,ExpiryDate,Barcode
Product 0828,Vitamin,CareGen,BATCH-1060-B,350.26,457.90,118,2027-10-27,802956069267
Product 0829,Cardiac,LifeMeds,BATCH-5593-D,117.98,152.77,134,2027-10-30,746977426108
Product 0830,Antibiotic,BioHeal,BATCH-1730-A,270.89,340.57,95,2027-06-04,208744683548
Product 0831,Antibiotic,NovaPharma,BATCH-3132-B,480.09,574.41,249,2026-09-28,748003559968
Product 0832,Cardiac,PentaHealth,BATCH-9106-A,347.74,490.08,133,2027-01-13,372977693065
Product 0833,Dermatology,CareGen,BATCH-4817-A,214.62,291.23,124,2027-03-13,960333813130
Product 0834,Antibiotic,CureChem,BATCH-1597-C,297.93,366.14,41,2027-11-24,289939401928
Product 0835,Respiratory,HealthCorp,BATCH-2380-C,141.87,201.31,101,2027-01-02,925237320828
Product 0836,Antihistamine,NovaPharma,BATCH-5903-D,342.61,440.10,100,2028-05-10,847362621714
Product 0837,Antihistamine,PharmaPlus,BATCH-7831-E,285.08,338.95,412,2026-06-26,415223761099
Product 0838,Antiseptic,CureChem,BATCH-5344-D,402.11,462.94,71,2028-04-10,933123668068
Product 0839,Antiseptic,PentaHealth,BATCH-2432-C,464.63,630.26,318,2026-08-09,464091554999
Product 0840,Antiseptic,HealthCorp,BATCH-1237-E,50.45,67.76,320,2027-02-25,319681142589
Product 0841,Antibiotic,PentaHealth,BATCH-6839-B,144.26,200.33,226,2026-09-15,933251129860
Product 0842,Antiseptic,HealthCorp,BATCH-5542-D,492.95,637.49,337,2027-01-03,986821175315
Product 0843,Dermatology,WellLife,BATCH-7905-E,213.52,304.42,224,2028-05-05,667172476961
Product 0844,Antiseptic,CareGen,BATCH-1339-A,268.84,349.50,110,2028-01-30,678485371752
Product 0845,Antacid,HealthCorp,BATCH-9913-E,345.08,430.46,181,2027-02-23,979366105550
Product 0846,Diabetes,CareGen,BATCH-3665-B,225.04,334.99,418,2027-09-27,225420512494
Product 0847,Vitamin,PharmaPlus,BATCH-3834-D,193.44,256.31,60,2027-04-24,408860196354
Product 0848,Antacid,BioHeal,BATCH-9730-B,480.27,668.47,108,2027-09-12,848447420685
Product 0849,Antacid,NovaPharma,BATCH-4568-D,35.67,42.56,311,2028-01-27,900960427320
Product 0850,Antihistamine,MediPharm,BATCH-1350-D,427.01,588.83,361,2028-03-04,807465148050
Product 0851,Diabetes,HealthCorp,BATCH-6492-E,102.29,135.32,48,2026-05-15,428527279258
Product 0852,Antacid,WellLife,BATCH-9294-B,151.41,187.61,303,2027-08-25,979082273614
Product 0853,Antihistamine,CareGen,BATCH-3170-E,337.08,421.14,394,2028-06-10,882435621883
Product 0854,Antibiotic,MediPharm,BATCH-1045-D,33.51,46.60,413,2028-04-07,464354745412
Product 0855,Antacid,WellLife,BATCH-6730-B,129.68,173.23,299,2028-03-26,391576173946
Product 0856,Analgesic,MediPharm,BATCH-6850-A,442.52,591.17,241,2027-07-24,887055553420
Product 0857,Antibiotic,HealthCorp,BATCH-2042-E,24.79,31.52,333,2027-01-01,799798717922
Product 0858,Antiseptic,WellLife,BATCH-8136-E,119.12,163.98,120,2026-12-06,366526412954
Product 0859,Respiratory,HealthCorp,BATCH-7113-E,211.69,249.17,369,2027-06-14,418897092376
Product 0860,Cardiac,PharmaPlus,BATCH-5773-B,144.30,202.07,66,2026-10-10,118558529077
Product 0861,Cardiac,CureChem,BATCH-2502-C,402.55,510.59,422,2026-05-17,870375793571
Product 0862,Antibiotic,HealthCorp,BATCH-9259-C,47.14,66.44,234,2027-02-26,546417638597
Product 0863,Antiseptic,PharmaPlus,BATCH-9533-B,289.43,386.06,285,2028-01-30,414591426025
Product 0864,Respiratory,MediPharm,BATCH-8780-A,408.96,499.44,36,2026-11-13,620570958775
Product 0865,Respiratory,NovaPharma,BATCH-5478-D,460.58,539.23,424,2028-04-30,910254191156
Product 0866,Analgesic,WellLife,BATCH-2314-B,34.70,44.78,37,2028-04-10,638664806625
Product 0867,Cardiac,HealthCorp,BATCH-4520-D,165.46,247.07,219,2026-09-07,611738705085
Product 0868,Respiratory,CareGen,BATCH-5543-B,228.92,340.67,49,2026-05-13,397360821441
Product 0869,Antihistamine,NovaPharma,BATCH-3498-A,437.43,595.24,470,2026-05-29,535748119076
Product 0870,Dermatology,PharmaPlus,BATCH-2733-C,477.69,591.52,78,2026-05-23,233065505475
Product 0871,Dermatology,CareGen,BATCH-8000-C,324.02,389.01,474,2026-07-21,416836280158
Product 0872,Vitamin,MediPharm,BATCH-9014-B,382.37,523.04,463,2026-05-02,485957586178
Product 0873,Antiseptic,BioHeal,BATCH-3282-B,91.14,124.07,302,2026-07-18,237009472560
Product 0874,Respiratory,WellLife,BATCH-7754-A,402.49,552.54,167,2027-05-22,912334920329
Product 0875,Vitamin,PharmaPlus,BATCH-2253-D,342.67,401.19,150,2027-08-15,284122954015
Product 0876,Antacid,WellLife,BATCH-6829-E,194.64,250.59,260,2026-05-25,137727867359
Product 0877,Vitamin,BioHeal,BATCH-5502-D,84.29,97.25,414,2026-06-12,271454321036
Product 0878,Antibiotic,LifeMeds,BATCH-1068-E,130.50,184.08,446,2027-05-03,863066507280
Product 0879,Diabetes,WellLife,BATCH-5654-E,103.49,140.57,58,2027-12-23,233805475276
Product 0880,Dermatology,CareGen,BATCH-5379-C,66.21,95.65,329,2027-05-29,535923878406
Product 0881,Vitamin,NovaPharma,BATCH-3829-A,466.06,596.41,188,2027-12-24,971649707385
Product 0882,Respiratory,CureChem,BATCH-8458-D,149.68,189.25,92,2027-10-21,919403590176
Product 0883,Dermatology,BioHeal,BATCH-6355-A,90.81,105.77,145,2027-04-18,125870305183
Product 0884,Antibiotic,MediPharm,BATCH-2635-D,489.17,625.39,403,2026-10-24,635633476426
Product 0885,Antiseptic,BioHeal,BATCH-6159-E,485.27,685.33,345,2026-12-15,719889801052
Product 0886,Vitamin,MediPharm,BATCH-3072-D,213.14,318.43,23,2026-05-20,597208990356
Product 0887,Antibiotic,LifeMeds,BATCH-8242-B,407.65,552.83,181,2026-08-25,840110668213
Product 0888,Antibiotic,MediPharm,BATCH-3822-A,438.91,515.40,90,2028-03-12,910055128728
Product 0889,Antacid,HealthCorp,BATCH-7100-E,257.56,316.81,299,2026-04-05,459110200278
Product 0890,Antiseptic,CureChem,BATCH-9539-B,218.64,263.27,402,2027-11-18,403143640781
Product 0891,Analgesic,LifeMeds,BATCH-3948-D,33.96,44.10,131,2027-08-19,793638534929
Product 0892,Cardiac,PharmaPlus,BATCH-9421-A,187.21,248.26,20,2028-03-12,943889225794
Product 0893,Antacid,HealthCorp,BATCH-1840-C,67.21,91.20,400,2027-07-19,954146700902
Product 0894,Antiseptic,LifeMeds,BATCH-8612-A,73.18,95.63,205,2027-12-12,545667024251
Product 0895,Respiratory,WellLife,BATCH-8325-C,420.16,517.92,147,2028-05-16,708041118047
Product 0896,Analgesic,CureChem,BATCH-3276-B,282.65,412.54,276,2028-02-19,718195428093
Product 0897,Vitamin,HealthCorp,BATCH-7545-C,443.31,579.30,462,2028-01-04,927630805818
Product 0898,Respiratory,CureChem,BATCH-7633-A,111.88,152.10,285,2027-09-25,123621275184
Product 0899,Vitamin,PharmaPlus,BATCH-8259-E,206.77,299.04,346,2026-04-05,153599259825
Product 0900,Antacid,LifeMeds,BATCH-5002-D,317.36,432.10,431,2026-07-09,545807498079
Product 0901,Antibiotic,MediPharm,BATCH-6521-C,79.99,108.85,56,2028-05-19,327927475084
Product 0902,Antihistamine,MediPharm,BATCH-2644-E,249.42,330.67,53,2028-05-22,657008172783
Product 0903,Respiratory,PharmaPlus,BATCH-5862-D,97.77,131.92,214,2027-08-27,128278444873
Product 0904,Antihistamine,HealthCorp,BATCH-8663-E,424.54,498.15,145,2028-06-04,374074185264
Product 0905,Respiratory,HealthCorp,BATCH-5424-E,215.31,274.17,198,2027-06-28,758469418973
Product 0906,Vitamin,MediPharm,BATCH-6543-D,92.55,121.42,454,2027-09-26,934554791780
Product 0907,Antihistamine,CareGen,BATCH-9499-C,280.12,336.96,329,2026-11-23,759683742518
Product 0908,Cardiac,BioHeal,BATCH-2297-A,122.78,170.99,187,2027-06-08,484603892289
Product 0909,Cardiac,CareGen,BATCH-3664-B,81.35,95.47,25,2027-05-26,987085030939
Product 0910,Respiratory,PentaHealth,BATCH-9535-D,331.63,408.35,62,2027-07-28,384573196320
Product 0911,Antacid,NovaPharma,BATCH-2638-B,382.98,487.11,488,2027-06-20,629596459227
Product 0912,Dermatology,MediPharm,BATCH-2292-B,253.20,374.52,135,2027-08-08,375988066560
Product 0913,Respiratory,PentaHealth,BATCH-2912-E,387.28,493.64,169,2026-11-14,898420685506
Product 0914,Antihistamine,BioHeal,BATCH-9683-D,468.89,542.25,159,2028-01-23,602675679468
Product 0915,Antacid,CareGen,BATCH-8905-E,489.18,666.24,211,2027-11-12,316302051732
Product 0916,Dermatology,NovaPharma,BATCH-8796-E,462.27,569.62,172,2027-09-19,297617616118
Product 0917,Antihistamine,CareGen,BATCH-1737-D,334.81,488.48,165,2026-07-12,987957839873
Product 0918,Antiseptic,LifeMeds,BATCH-6976-A,425.26,542.37,118,2027-09-25,861845017217
Product 0919,Antibiotic,BioHeal,BATCH-4428-B,172.64,255.16,100,2027-09-10,500499514013
Product 0920,Dermatology,MediPharm,BATCH-3156-D,119.69,176.33,483,2026-07-15,337796350299
Product 0921,Vitamin,HealthCorp,BATCH-9605-D,410.40,514.70,329,2028-03-02,309301552545
Product 0922,Diabetes,NovaPharma,BATCH-3727-B,129.45,169.92,459,2026-12-23,981605181683
Product 0923,Vitamin,WellLife,BATCH-1352-D,138.33,200.87,232,2026-12-15,730098461179
Product 0924,Respiratory,NovaPharma,BATCH-7973-E,347.92,465.71,321,2028-03-11,368294749794
Product 0925,Analgesic,BioHeal,BATCH-6598-A,325.91,390.87,281,2027-06-02,350056312633
Product 0926,Antibiotic,NovaPharma,BATCH-3562-B,82.93,107.36,80,2026-07-20,260314780679
Product 0927,Analgesic,MediPharm,BATCH-8821-D,199.67,256.62,287,2027-02-17,871207635997
Product 0928,Antihistamine,CureChem,BATCH-8063-E,290.25,346.56,75,2026-08-10,542667101340
Product 0929,Diabetes,HealthCorp,BATCH-3598-D,164.07,224.46,359,2026-10-04,663379157094
Product 0930,Respiratory,CureChem,BATCH-8559-B,285.37,408.96,156,2028-02-01,810732242578
Product 0931,Cardiac,CureChem,BATCH-1232-E,87.87,109.51,77,2026-10-18,678524566473
Product 0932,Analgesic,MediPharm,BATCH-9053-D,64.67,96.85,12,2027-12-05,244002960547
Product 0933,Respiratory,CureChem,BATCH-7545-D,341.45,434.28,72,2026-12-20,554755549918
Product 0934,Cardiac,WellLife,BATCH-7305-B,172.50,207.81,461,2026-10-17,291006725499
Product 0935,Analgesic,HealthCorp,BATCH-6853-C,155.83,197.87,469,2027-01-10,643218681101
Product 0936,Diabetes,CareGen,BATCH-8661-A,40.10,54.14,342,2027-01-26,739959448189
Product 0937,Vitamin,CareGen,BATCH-4582-A,42.64,61.36,310,2027-01-15,191703790152
Product 0938,Antibiotic,BioHeal,BATCH-7856-C,435.59,532.13,183,2027-01-27,222890686011
Product 0939,Diabetes,HealthCorp,BATCH-3505-E,361.58,433.05,359,2027-12-02,743266954807
Product 0940,Cardiac,BioHeal,BATCH-2054-A,219.15,307.17,224,2026-08-16,142274110414
Product 0941,Antiseptic,NovaPharma,BATCH-1893-A,281.27,334.13,82,2028-01-17,542773655071
Product 0942,Antiseptic,CareGen,BATCH-7013-D,156.36,216.92,81,2026-08-08,146025655576
Product 0943,Antiseptic,NovaPharma,BATCH-7610-D,138.78,186.44,164,2027-05-02,917255425904
Product 0944,Vitamin,LifeMeds,BATCH-6451-C,78.18,117.04,383,2026-04-18,679975990696
Product 0945,Analgesic,NovaPharma,BATCH-1685-D,158.84,237.83,102,2026-10-20,231184477911
Product 0946,Analgesic,CureChem,BATCH-8430-E,207.95,270.71,363,2027-07-22,677174281141
Product 0947,Dermatology,HealthCorp,BATCH-6938-A,171.63,237.90,300,2027-04-07,829520276226
Product 0948,Antiseptic,PharmaPlus,BATCH-9547-E,372.69,487.93,188,2027-09-24,390302042693
Product 0949,Diabetes,CareGen,BATCH-8457-D,462.97,595.73,274,2027-01-08,410275054929
Product 0950,Antiseptic,MediPharm,BATCH-2408-C,88.42,123.71,78,2026-10-24,507972306867
Product 0951,Dermatology,BioHeal,BATCH-5423-D,97.88,137.75,243,2028-04-26,512138656345
Product 0952,Respiratory,BioHeal,BATCH-2764-A,103.78,120.92,132,2028-05-20,979690574468
Product 0953,Diabetes,PharmaPlus,BATCH-4854-A,52.37,65.50,331,2027-07-20,543751729019
Product 0954,Antacid,HealthCorp,BATCH-5594-D,435.02,592.58,398,2027-04-11,831094613953
Product 0955,Antacid,NovaPharma,BATCH-3405-E,180.38,246.25,53,2027-02-03,443381123092
Product 0956,Antacid,PharmaPlus,BATCH-5064-E,266.09,379.08,317,2026-08-26,488691442378
Product 0957,Diabetes,CureChem,BATCH-2024-C,159.11,211.78,157,2027-09-08,789030025096
Product 0958,Antacid,CareGen,BATCH-8286-B,246.00,331.51,483,2027-04-24,450652814952
Product 0959,Analgesic,WellLife,BATCH-7716-A,458.85,537.33,302,2027-07-29,391877211846
Product 0960,Antacid,MediPharm,BATCH-4352-C,258.65,300.93,355,2028-02-12,695290598485
Product 0961,Diabetes,NovaPharma,BATCH-2369-D,209.71,273.68,250,2027-09-25,295855414089
Product 0962,Antiseptic,WellLife,BATCH-7278-E,105.90,126.29,27,2027-11-08,986238081378
Product 0963,Antiseptic,HealthCorp,BATCH-2515-E,113.05,140.57,482,2027-05-30,977155021184
Product 0964,Respiratory,NovaPharma,BATCH-9593-B,384.38,445.94,60,2027-07-16,546604104436
Product 0965,Antibiotic,CureChem,BATCH-5763-A,232.73,343.67,294,2026-09-14,485470011194
Product 0966,Diabetes,LifeMeds,BATCH-1578-A,218.50,271.66,217,2027-06-20,730911433663
Product 0967,Diabetes,NovaPharma,BATCH-4723-D,84.39,109.04,304,2027-08-19,392987141702
Product 0968,Respiratory,CureChem,BATCH-3153-B,383.98,493.83,428,2028-03-17,934908413117
Product 0969,Antibiotic,NovaPharma,BATCH-8904-B,325.73,412.39,307,2028-02-18,533007460726
Product 0970,Cardiac,WellLife,BATCH-1978-E,82.03,95.58,76,2026-04-20,808961207117
Product 0971,Analgesic,PharmaPlus,BATCH-3835-A,426.70,532.11,405,2027-09-14,633547205402
Product 0972,Antihistamine,BioHeal,BATCH-6185-D,489.32,638.49,500,2027-03-20,798336217150
Product 0973,Diabetes,CareGen,BATCH-9164-B,468.75,614.81,120,2028-04-04,943410876903
Product 0974,Cardiac,MediPharm,BATCH-3122-A,47.81,63.03,217,2027-04-30,331705900946
Product 0975,Respiratory,HealthCorp,BATCH-2884-E,302.90,369.41,79,2026-09-06,415726322914
Product 0976,Diabetes,CureChem,BATCH-3881-D,396.60,575.78,439,2026-09-07,218861571435
Product 0977,Antacid,HealthCorp,BATCH-5897-E,385.66,508.25,91,2026-08-12,499908901425
Product 0978,Dermatology,PentaHealth,BATCH-1795-C,287.53,385.68,438,2026-08-21,656360365788
Product 0979,Analgesic,WellLife,BATCH-5731-A,305.70,437.93,104,2027-06-04,414833214710
Product 0980,Cardiac,WellLife,BATCH-5941-C,228.13,341.08,102,2026-08-25,686361072356
Product 0981,Antacid,WellLife,BATCH-3402-D,128.86,190.99,360,2027-09-24,651449716296
Product 0982,Vitamin,PentaHealth,BATCH-5740-D,415.02,567.16,300,2028-02-20,823618263757
Product 0983,Antihistamine,NovaPharma,BATCH-9521-E,140.47,206.39,204,2026-06-08,279810189346
Product 0984,Vitamin,PentaHealth,BATCH-8516-D,204.00,244.67,33,2026-07-04,425381888805
Product 0985,Antihistamine,HealthCorp,BATCH-1867-A,310.29,438.75,229,2027-04-24,495168793458
Product 0986,Diabetes,MediPharm,BATCH-4388-B,60.46,88.51,462,2027-10-03,885369639816
Product 0987,Cardiac,BioHeal,BATCH-1723-B,147.96,210.83,103,2028-03-24,375294090460
Product 0988,Dermatology,LifeMeds,BATCH-2035-D,484.53,720.98,357,2027-05-11,817663008412
Product 0989,Antibiotic,BioHeal,BATCH-6772-C,434.30,577.31,138,2027-09-09,107351411946
Product 0990,Diabetes,CureChem,BATCH-5238-A,268.10,386.15,497,2027-04-15,386303374867
Product 0991,Antacid,MediPharm,BATCH-3083-D,120.40,165.69,149,2027-03-18,925410350308
Product 0992,Antihistamine,HealthCorp,BATCH-6771-A,168.37,218.85,286,2028-05-06,876940612265
Product 0993,Antibiotic,HealthCorp,BATCH-2767-A,60.69,80.08,206,2028-01-23,534107828818
Product 0994,Antiseptic,MediPharm,BATCH-5785-B,368.37,441.32,349,2027-06-28,877320641401
Product 0995,Respiratory,PentaHealth,BATCH-7328-A,386.18,480.83,234,2026-10-06,756776895852
Product 0996,Dermatology,CareGen,BATCH-9302-B,169.89,226.40,214,2027-09-10,321598817918
Product 0997,Antiseptic,PentaHealth,BATCH-3181-B,146.53,179.64,92,2026-11-21,748843870627
Product 0998,Antiseptic,CureChem,BATCH-2177-D,465.58,689.94,75,2026-10-26,105125380694
Product 0999,Diabetes,BioHeal,BATCH-2802-D,429.84,530.49,56,2027-08-08,154098182907
Product 1000,Antihistamine,CureChem,BATCH-3358-B,176.35,228.99,414,2027-03-16,458263930671
